id,name,classification,index_acquired_by_public_company,headquarters_country_code,headquarters_state_code,headquarters_city,year_founded,summary,narrative,social_twitter,social_linkedin,social_facebook
10254,Birch Communications,Private,No,US,GA,Atlanta,1996,"<p>Birch Communications is a privately-held company which provides broadband Internet services, voice and data telecommunication services as well as local and long-distance phone services to small and midsized business and individuals. Birch Communications offers wiring installation and repair services, inbound toll-free access, hosted voicemail and unified messaging packages. Founded in 1996, Birch Communications is headquartered in Atlanta, Georgia. </p>","<p>Birch Communications is in the telecommunication services industry, and offers services such as local and long distance voice, broadband Internet access, mobile voice and data, e-mail, voicemail, web hosting, virtual private network, and many other communications and information technology services. Birch Communications' voice and data services are, in most cases, delivered using Voice over Internet Protocol (VoIP) technology using their secure IP-Network rather than over the public Internet. Birch Communications specifically tailors its communication services for small and mid-sized businesses, and has customers in 38 states across the U.S.<br /><br /><strong>Revenues</strong><br />Birch Communications provides managed communications and information technology services to a target market of small- and medium-sized businesses. Birch Communications distributes its services through agreements with companies such as AT&T, and through its own network. Birch Communications also sells its mobile broadband devices, with prices ranging from $29.95 to $49.95. Birch Communications voice, phone, and internet services come in varying packages from a most basic offering with few features to an upgraded package with all features included. <br /><br /><strong>Costs</strong><br />Birch Communications incurs significant labor costs since it focuses a lot of energy on customer support to ensure that its clients are fully satisfied. Additionally, there are skilled labor costs in relation to R&D. Birch Communications incurs costs through the research and development process related to its phone, TV, and Internet services and products. Birch Communications operates in a fast-paced industry with technology that is constantly evolving, and must keep current with the latest software in order to remain a viable competitor. <br /><br /><strong>Recent Developments</strong><br />In 2009, Birch Communications acquired Cleartel Communications, Inc. In 2010, Birch Communications acquired American Fiber Network, Freedom Communications USA, a CLEC based in Dickson, Tennessee and CloseCall America, a company based in Stevensville, Maryland. March 2012 Birch Communications teamed up with Bank of America Merchant Services to offer its business customers with specially negotiated pricing on debit and credit card transaction processing. On May 14, 2012 Birch Communications announced a major wholesale agreement between its wholesale division Birch Carrier Solutions and Ernest Communications, Inc. <br /><br /></p>",,,
10522,Century Payments,Private,No,US,TX,Frisco,2006,"Century Payments is a privately-held outsourced payment processing services company. Century Payments was founded in 2006 and is headquartered in Frisco, TX.",,,,
14500,"Authentic Brands Group, LLC.",Private,No,US,NY,New York,,"<p style=""margin-top: 0px; margin-right: 0px; margin-bottom: 15px; margin-left: 0px; float: left; width: inherit; line-height: 1.5em; padding: 0px;"" data-mce-style=""margin-top: 0px; margin-right: 0px; margin-bottom: 15px; margin-left: 0px; float: left; width: inherit; line-height: 1.5em; padding: 0px;"">Authentic Brands is a branding and consulting firm that specializes in brand management and outreach for its clients. The company is based out of New York, NY.</p>","<p><strong>Executive Summary:</strong></p><p>Authentic Brands Group (ABG), LLC. is a private company that specializes in brand development and licensing. The private company, in conjunction with Leonard Green & Partners, L.P. actively acquires and manages iconic consumer brands in the apparel, sporting goods, action sports, home, celebrity, entertainment and consumer electronics segments. Authentic Brands Group licenses their brands to leading retailers, wholesalers, manufacturers and direct-to-consumer channels worldwide. Authentic Brands Group is headquartered in New York, NY. In 2011 Authentic Brands Group, along with Neca Inc., purchase the rights to license the name and likeness of deceased celebrity Marilyn Monroe (please see PrivCo M&A Table for more details).</p><p><strong>Brand Partners:</strong></p><p>ABG partners with some of the worlds largest fortune 500 companies and brands including NBC, Samsung, Coca Cola, D&G, Nike and many others. In addition to these companies, ABG has considerable retail representation including some of the nations top retailers including Bergdorf Goodman, Saks 5th Avenue, Bloomingdales, TJMaxx and many others.</p>",ABG_NYC,www.linkedin.com/company/authentic-brands-group,www.facebook.com/ABGNYC/
14532,Gibson Guitar Corp.,Private,No,US,TN,Nashville,1902,"<p>Gibson Guitar Corp. is a privately-held manufacturer of diversified musical instruments. Gibson Guitar Corp.'s product portfolio includes acoustic guitars, basses, banjos, mandolins, accessories, drums, amplifiers, as well as processors, pianos, band instruments, vending machines, juke boxes, electric guitars, basses, and consumer electronics. Gibson Guitar Corp.'s most popular guitar is the legendary Gibson Les Paul guitar. Gibson Guitar Corp. was founded in 1902 by Orville Gibson, under former name <strong></strong>TheGibson Mandolin-Guitar Mfg. Co., Ltd. Gibson Guitar Corp. headquarters are located in Nashville, Tennessee. In 2011, Gibson Guitar Corp. was the receiving end of a federal raid seeking information supporting allegations that Gibson was illegally imported banned ebony wood to use in its guitar fingerboards. (Gibson Guitar Corp. denied the allegations). See PrivCo's Detailed Business Description: Gibson Guitar Corp. for more information on the federal raid and related allegations.</p>","<p style=""background: white;""><strong>New Beginning of Gibson Guitar Corp. (1900s-1960s)</strong></p>
<p style=""background: white;"">Gibson Guitar Corp.'s beginnings trace back to the 1880s when Orville Gibson, its namesake and founder, made his living as a salesman and clerk after purchasing a small workshop in Michigan. Orville Gibson began applying his techniques to make guitars, flutes, and banjos as well. From 1896 onwards, Orville Gibson started making instruments full time. Late 1902, Gibson entered into an agreement with five Kalamazoo financiers to create the Gibson Mandolin-Guitar Manufacturing Company. According to agreement, Orville Gibson was not a major stockholder, but was instead given a few of stock shares and a lump sum of $2,500 for his patent and the right to use his name. In July 1903, Orville Gibson sold his stock but remained at the company, Gibson Mandolin-Guitar Manufacturing Company, until 1904. Afterwards, Gibson received a monthly pension until he died in 1918.<br /><br />After Orville Gibson's death, Lloyd Loar joined the Gibson Mandolin-Guitar Manufacturing Company and refined many of Orville Gibson's original designs. The Model F-5 and Model L-5 guitars were quickly acclaimed. In 1922, Gibson Mandolin-Guitar Manufacturing Company introduced its first modern guitar as a part of the company's style 5 series. In 1924, Lloyd Loar resigned when Gibson management did not approve of one of his new radical designs. In 1929, Gibson Mandolin-Guitar Manufacturing Company began production of an economy series, the Kalamazoo line. In the 1930s, the market for guitars expanded rapidly. In 1934, Gibson Mandolin-Guitar Manufacturing Company introduced the super 400, an extra-large jazz guitar. In 1935, Gibson introduced its electric guitar, the aluminum-bodied Electric Hawaiian Guitar. In 1944, the Chicago Musical Instrument (CMI) Company acquired Gibson Mandolin-Guitar Manufacturing Company, as the war neared its conclusion. CMI prepared Gibson Mandolin-Guitar Manufacturing Company to meet the pent-up demand for guitars when the war ended. In 1948, McCarty joined Gibson and served as company's president from 1950 to 1966. In 1952, the Gibson Les Paul guitar made its debut as the first solid body, electric guitar. Gibson Mandolin-Guitar Manufacturing Company acquired Epiphone in 1957. In 1958, Gibson expanded its dealer base and introduced a whole new product line. In 1957, McCarty also led CMI to purchase rival Epiphone, giving Gibson a greater control of the market. In 1965, Gibson Mandolin-Guitar Manufacturing Company hit record production, shipping over 100,000 Gibson and Epiphone instruments in that year alone. In 1969, Chicago Musical Instruments was acquired by Ecuadorian Co., Ltd, and was renamed Norlin Music Corporation.<br /><br /><strong>An Era of Gibson Guitar Corp. (1970s -1980s)</strong></p>
<p style=""background: white;"">In the early 1970s, Gibson Mandolin-Guitar Manufacturing Company introduced a few new models, such as the short-lived Mark series, RD electrics and the Marauder, S-1. In 1974, Gibson Mandolin-Guitar Manufacturing Company changed its name to Gibson Guitar Corp., for the production of Gibson's Les Paul guitars. In 1975, Gibson Guitar Corp. opened its Nashville factory and by 1986 it was producing only 75 guitars per day, and was selling its factory failures at discounts. In 1983, Norlin Music Corp. was taken over by Rooney Pace and Piezo Electric Product, Inc. and later the new owners promptly put the Gibson music division up for sale. In 1984, Gibson Guitar Corp. closed its Kalamazoo factory. In 1986 the new owners, Henry Juszkiewicz and David Berryman, took over the company for $5 million. In late 1987, Gibson Guitar Corp. began a series of acquisitions, including the acquisition of Steinberger. In that same year, Gibson Guitar Corp. bought the Flatiron Mandolin Company.<br /><br /><strong>Expansion of Gibson Guitar Corp. in 1990s</strong></p>
<p style=""background: white;"">In 1990, Gibson Guitar Corp. acquired Oberheim Corp. and Tobias. In the middle of 1990s, the Gibson and Flatiron Mandolin lines included the mandolas, Flatiron mandolins and Gibson F-5, based on a Lloyd Loar design. In 1993, Gibson Guitar Corp. acquired the Original Musical Instrument Company (O.M.I). In 1994, Gibson Guitar Corp. offered a special commemorative line of guitars for its 100th anniversary. In that same period, the partners re-established the company's amplifier division and expanded its accessories line to include picks, straps, pickups, strings and the Gibson Tourwear clothing line. In 1995, Gibson Guitar Corp. acquired the Slingerland Drum Company. In 1998, Gibson Guitar Corp. had revealed the relationships with the Les Paul SmartWood Exotics. In 1999, Gibson Guitar Corp. introduced and developed a protocol called MaGIC, in partnership with 3COM, to use as an instrument in Digital Guitar.<br /><br /><strong>Gibson Guitar Corp. in the New Millennium</strong></p>
<p style=""background: white;"">In 2001, Gibson Guitar Corp. introduced Gibson Labs Division. In that same period, Gibson Guitar Corp. drafted and signed a letter of intent to buy the assets of the Baldwin Piano & Organ Co and also sold its four facilities. In 2003, Gibson Guitar Corp. selected the Vocus, Inc., online software for corporate communications, to automate and direct their corporate communications efforts. In 2004, Altera Corp. enabled Gibson Guitar Corp. to spread Media-accelerated Global Information Carrier (MaGIC). Altera Corp. products replaced with the competitive FPGA and Off-the-Shelf Processor to reduce the Costs of Adoption for Revolutionary Media Protocol. In 2005, RedOctane, a leading creator of music video games entered into an exclusive deal with musical giant, Gibson Guitar Corp., to launch new video game.<br />In 2007, Gibson Guitar Corp. entered into a partnership agreement with Live Earth in the campaign to combat global warming. In 2008, Gibson Guitar Corp. embraced the Second Life Island as a marketing opportunity, but they claimed to be the first major musical manufacturer to establish an official island in the Virtual Reality World.<br />In 2009, Marker Voiki USA, a distributor of marker bindings and voiki skis, entered into a partnership agreement with Gibson Guitar Corp., to produce a series of unique electric guitars. In that same period, Gibson Guitar Corp. and Full Sail University were proud to host a tribute to les Paul,a special event held on the campus of Full Sail University to celebrate his life and legacy. TouchTunes, the largest interactive out-of-home entertainment network won the Gibson Guitar autographed by Legendary Rock Band Hinder. In October 2009, it entered into a partnership agreement with Apple Inc. for the launch of their Pro Studio Series 2009.<br />In January 2010, Gibson Guitar Corp. released the Keb' Mo' Bluesmaster acoustic-electric guitar in the honor of the 3-time Grammy winner. In June 2010, Gibson Guitar Corp. settled patent infringement litigation with Viacom Inc., Electronic Arts Inc. and other retailers such as Target Corp., Amazon.com Inc., and Wal-Mart Stores Inc. over the Rock Band Video game.<br /><br /><strong>Business Overview</strong></p>
<p style=""background: white;"">The Gibson Guitar Corp. is a United States based manufacturer of acoustic and electric guitars. Gibson Guitar Corp. also owns and makes guitars under several brand names, such as Kramer, Epiphone, Valley Arts, Tobias, Kalamazoo and Steinberger. In addition to guitars, Gibson Guitar Corp. makes pianos through its Baldwin unit, Slingerland drums, Tobias bass, Echoplex amplifiers, Wurlitzer vending machines and jukeboxes, as well as many accessory items. Gibson Guitar Corp. has stores for robot parts, pickups and electronics, hardware, lifestyle, gear and consumer electronic products.</p>
<p style=""background: white;"">By providing a wide range of products, Gibson Guitar Corp. is able to successfully compete against its competitors in the industry, such as Fender Musical Instruments. The Musical Instrument Manufacturing Industry Gibson Guitar Corp. operates in is highly concentrated, and as of 2011 roughly 50 firms generate more than 80% of the revenues. <br /><br /><strong>Corporate Citizenship</strong><br />Gibson Guitar Corp. has been giving increasing attention to the city of Memphis. In the early 1990s, Gibson Guitar Corp. became a sponsor of the Blues Foundation's International Blues Talent Competition and W.C. Handy and Lifetime Achievement Awards. Gibson Guitar Corp. is also a sponsor of the Foundation's Beale Street Caravan radio program. The Memphis facility of Gibson Guitar Corp. is expected to lead the company into new businesses beyond the manufacturing of musical instruments. In addition, Gibson Guitar Corp. sponsors live events, such as ""Battle of the Bands"" with recording opportunities and equipment as prizes. In 1998, the Epiphone company, partnered with the Nashville's Shiloh music, Red Cross, and local bands for a free concert to benefit the victims of 2 tornadoes that devastated Nashville's downtown and suburbs.<br /><br /><strong>Revenue</strong></p>
<p style=""background: white;"">Gibson Guitar Corp. offers consumers standard, as well as custom-made, guitars. Gibson Guitars Corp. products are prices as low as $200 to as high as $100,000 for custom-made models. Gibson Guitar Corp.'s instruments, parts, and accessories can be purchased only through Gibson Guitar Corp.'s authorized dealers, such as Guitar Center, not online. Gibson Guitar Corp.'s principal instruments and trademarks include Gibson Custom*Art* Historic, Gibson strings & accessories, Gibson montana acoustic flat top guitars, Gibson bluegrass banjos and mandolins, Gibson USA electric guitars and basses, dawn pro audio, Gibson tourwear, DOBRO resonator guitars and Slingerland Drums, Tobias Basses, Steinberger Basses and Guitars and GMI Licensed products. Recently, Gibson Guitar Corp. signed and entered into an agreement with Hallway Entertainment of Nashville, Tennessee, to produce a documentary and video biography on the past of Gibson instruments and the musicians who play them. Les Paul and Gibson are in the process of designing a guitar that will incorporate new electronics.<br /><br /><strong>Expenses</strong><br />As of 2012, Gibson Guitar Corp. has 11 factories in the US that manufactures its instruments. Gibson Guitar Corp. has distributors in international markets, and has introduced a distribution system and added executives with global experience to operate its international division. Currently, this division is segmented as Pacific Rim, Western Europe, and includes developing markets such as Russia, South Africa, the Eastern Bloc, and Central and South America. Gibson Guitar Corp. supports its international distributors through frequent phone calls, e-mail and faxes and it keeps them posted of marketing plans, new products and price increases. Furthermore, Gibson also holds annual distributor meetings in Tennessee to maintain a strong connection with its overseas counterparts and ensure. Gibson Guitar Corp. incurs advertising and marketing expenses in an effort to expand its customer base, and also provides product endorsements to certain entities. <br /><br /><strong>Recent Developments</strong></p>
<p style=""background: white;"">August 2011, federal agents raided offices and factories of Gibson Guitar Corp. for the second time in two years, seizing documents, computer hard drives, and pallets of wood, guitars and tools after tracing what they believed to be illegal shipments of ebony hardwood from India. The Department of Justice stated that the raid was part of an investigation into possible violations of the Lacey Act, which makes it unlawful to import wood that was exported illegally under another country's laws. The raid stopped production at two Gibson Guitar Corp. factories and an Epiphone plant in Nashville; the plants produce hundreds of guitars a day, and rosewood and ebony fingerboards, mostly imported from India, are essential components.</p>
<p style=""background: white;"">This is not the first time Gibson Guitar Corp. has been raided by federal agents, the first occurred back in 2009. Many American guitar makers use fingerboards from India, and a ban on their import could affect other U.S. guitar and musical instrument manufacturers. Gibson Guitar Corp. denied the allegations and has fought the seizure. As of April 2012, the authorities still have not filed any criminal charges against Gibson Guitar Corp. and its unclear whether or not there will ever be any charges filed. During the raid the federal agents seized half a million dollars worth of Indian rosewood and ebony, as well as guitars and computer hardware from Gibson Guitar Corp.'s factories.</p>
<p style=""background: white;"">In August of 2012, <span style=""background-color: white;"">Gibson Guitar Corp. agreed to pay a $300,000 fine to resolve a federal criminal investigation into allegations that it illegally imported wood from Madagascar and India. </span><span style=""background-color: white;"">Federal officials said that Gibson acknowledged it ""may have violated"" laws in Madagascar, a country that has struggled with illegal logging and deforestation, when the company acquired unfinished ebony fingerboards through a supplier in 2008 and 2009.</span></p>
<p style=""background: white;"">Gibson also agreed to pay an additional $50,000 to the National Fish and Wildlife Foundation to be used to promote conservation of tree species used in the musical-instrument industry, implement a compliance program and withdraw its claims to Madagascar ebony seized by investigators and valued at $261,844 <span style=""background-color: white;"">Mr. Asner added that the due-diligence steps Gibson agreed to follow for wood imports will likely become the standard for other companies to follow.</span></p>
<p style=""background: white;"">Under the agreement, the Justice Department said Indian law regarding ebony and rosewood exports remains unclear, and it would therefore not prosecute Gibson regarding future imports ""unless and until the Government of India provides specific clarification."" The agency said it would then give Gibson advance notice of such a change.</p>",,,
15712,Systems Made Simple,Private,No,US,NY,Syracuse,1991,"Systems Made Simple is a privately-held project management and software engineering solutions company. Systems Made Simple was founded in 1991 and is headquartered in Syracuse, NY.",,,,
15865,"Ryla, Inc.",Private,No,US,GA,Kennesaw,2001,"Founded in 2001 and headquartered in Kennesaw, Georgia, Ryla, Inc. is a privately-held company which provides inbound and outbound call-center services. Ryla Inc. places an emphasis on customer contact management and crisis center management, such as on-demand crisis response, data breach, seasonal retail, data verification, and technical support to companies and government agencies.",,,,
16037,Precision Flow Technologies,Private,No,US,NY,Saugerties,1997,"Precision Flow Technologies is a privately-held manufacturer of semiconductors, solar products, compound semiconductors (LED) and fuel cells. Precision Flow Technologies was founded in 1997 and is headquartered in Saugerties, NY.",,,,
16276,Coyote Logistics LLC,Private,No,US,IL,Chicago,2006,"<p>Coyote Logistics is a privately-held third-party logistics company. The company leverages proprietary transportation technology tools to develop truckload, intermodal, LTL, ocean, and air based solutions to cater to the operational needs of supply chains. Coyote Logostics' client base includes a wide range of industries including food and beverage, forest products, metals, plastics, consumer products, and government services.</p>","<p><strong>Business Model:</strong></p>
<p>Coyote is a transportation management company that provides analysis and optimization of end-to-end supply chain operations. It matches company and organization's shipments with available carriers- trucking companies as well as the private fleets of large corporations. Coyote specializes in fleet backhaul, using customers' trucks to transport other customers' loads on return trips reducing empty miles. Unlike its competitors, Coyote separates its sales functions from its carrier arrangements. Employees secure shipments or arrange carrier transport, rather than handle both functions at once. Coyote has distinguished itself within the industry by guaranteeing shipment of every load it accepts.</p>
<p><strong>Revenues: </strong></p>
<p>Coyote generates revenue by providing freight logistics services for a variety of food and retail companies as well as various organizations and government entities. As a major player in the Freight Logistics Services Industry, Coyote contributes tremendously to industry growth. Despite recessionary setbacks the Freight Transportation Logistics industry faced, Coyote continued to increase its revenues and employee base. Coyote's growth is attributable to its offering of cheaper shipping options, a reduced carbon footprint and guaranteed shipping of all shipments to customers.</p>
<p><strong>Expenses:</strong></p>
<p>Among Coyote's largest expenses are its wages paid out to employees. Within the Freight Transpiration Logistics industry, wages are estimated to account for 25-30% of revenue. Purchase of company facilities as well as its logistical software and computer equipment is another of Coyote's primary expenses.</p>
<p><strong>Competitive Strengths:</strong></p>
<p>Coyote distinguishes itself by effectively reducing emissions and the overall carbon footprint of freight services. For 2012, Coyote's private fleet group is on pace to eliminate 5.5 million empty miles, prevent 9,000 tons of CO2 exhaust, and contribute $9M back to our customers.</p>
<p>Additionally, Coyote guarantees shipment of every load it accepts differentiating itself from industry competitors. Coyote separates its sales functions from its carrier arrangements forcing employees to secure shipments or arrange carrier transport, rather than handle both functions at once</p>
<p>Coyote maintains an intensive training program for entry-level employees. New hires spend four weeks in Coyote's training program followed by 12 weeks under experienced employees for personal training. To compliment its intense training Coyote launched two continuing education programs for its employees: a mini-M.B.A. in partnership with DePaul University and a sales and management training program with Michigan State University.</p>
<p><strong>UPS Acuisition:</strong></p>
<p>In July of 2015, UPS purchased Coyote for a reported &1.8 billion on the heels of record revenue for Coyote in 2014. UPS is hoping to create between $100MM - $150MM in operating synergies between the two companies moving forward. </p>",CoyoteLogistics,www.linkedin.com/company/coyote-logistics,www.facebook.com/coyotelogistics
17291,"NEXT Financial Holdings, Inc.",Private,No,US,TX,Houston,1998,"Founded in 1998, NEXT Financial Holdings, Inc. is the parent company of NEXT Financial Group, Inc., a broker/dealer firm specializing in providing investment services to the baby boomer generation and retired people. Headquartered in Houston, Texas, NEXT Financial Holdings is owned by its employees and also operates companies including NEXT Financial Group, Inc., 4WARD Financial Marketing, WE2 Advisory Services, Inc., WE2, and NFISCO.",,,,
17890,Think Finance,Private,No,US,TX,Fort Worth,2001,"<p>Founded in 2001, Think Finance is a privately-held company which develops online financial products. Think Finance partners with banks to provide consumers with convenient, affordable alternatives to traditional banking products. Headquartered in Benbrook, Texas, Think Finance's latest product, Elastic, provides customers with access to an affordable emergency cash line of credit and a lower-cost alternative to a traditional bank account. Venture Capital firms, Sequoia Capital, Startup Capital Ventures and Technology Crossover Ventures have invested in Think Finance.</p>",,,,
18103,WorldVentures,Private,No,US,TX,Plano,2005,"WorldVentures is a privately-held travel agency. WorldVentures was founded in 2005 and is headquartered in Plano, TX.",,,,
18696,"Prosper Marketplace, Inc.",Private,No,US,CA,San Francisco,2005,"Prosper Marketplace, Inc. is a privately-held, venture capital backed lending company that specializes in creating an online marketplace for people-to-people lending. Prosper Marketplace was founded in 2005 by Chris Larsen, John Witchel, and Kirk T. Inglis. Prosper Marketplace, Inc. headquarters are located in San Francisco, California.</p>","<p><strong>Prosper Marketplace Business Overview</strong></p>
<p>Prosper Marketplace operates a peer-to-peer lending platform, which allows people to lend money to other people. The goal of Prosper Marketplace is to allow both borrowers and lenders to profit from an open and transparent loan market. Prosper launched its platform in 2006 and as of December 31, 2011 has allowed over $290 million in consumer loans. Through the Prosper peer-to-peer lending process, borrowers are able to obtain lower rates and better loan terms than through traditional banks and credit cards. Prosper also gives lenders a new market for risk, which has little connection to traditional assets and stocks. Founded in 2006, Prosper Marketplace is headquartered in San Francisco, California.</p>
<p>The Prosper platform matches people willing to give loans with borrowers. The process begins with a borrower member posting a loan listing on the Prosper platform. Lender members can then review the loan listings and post commitments to lend, which, in reality, is a commitment to buy a ""Note"" that depends on the loan payments of the borrower to Prosper. Once a loan listing has reached the point that it can be funded through Note purchases, Prosper's partner bank WeBank, a Utah, FDIC insured bank, originates the loan and sells it to Prosper. Prosper then sends each lender a Note corresponding to the amount they committed to the loan.</p>
<p>A large part of Prosper's operations, besides operating and improving the platform, are in managing loan applications from borrower members. Prosper uses information from the application and credit reports to establish a loan rating called the ""Prosper Rating."" This proprietary rating system is used on the Prosper website to help inform lenders and allow them to manage their risk. Prosper also services the loans, managing payment collection and borrower interaction.</p>
<p><strong>Prosper Marketplace Revenue Model</strong></p>
<p>Prosper Marketplace generates revenue through service fees from lenders for the management of purchased Notes and transaction fees from borrowers upon loan origination. Revenue growth comes from increasing the amount of loans that Prosper originates through its partner WeBank. In 2011, Prosper originated $75,138,000 in loans. In 2010, Prosper originated $26,940,000 in loans. In order to facilitate loan origination, Prosper seeks to attract new lenders and borrowers to its platform as well as retain existing users. Prosper achieves this by boasting lower rates and emphasizing the social networking effect of its platform. As a result, many of Prosper's loans are between families and friends. Lenders can be individuals or institutions. Borrowers are mostly consumers looking for consumer loans for large purchases or payments such as car purchases or mortgage payments.</p>
<p><strong>Prosper Risk Management</strong></p>
<p>A key part of Prosper's operations are its risk management capabilities, which include loan rating, historical loan data collection, and information provision to Prosper lenders. Prosper uses a letter grade rating system with 7 levels, each corresponding to a particular annualized loan loss rate range. Prosper constantly updates the rating system to reflect historical loan data. Prosper monitors loans with similar characteristics and uses historical loss rates to give new loans ratings. Also, using Prosper historical data, Prosper develops the ""Prosper Score"" alongside the ""Prosper Rating."" The Prosper Score determines the probability of a loan going 60 days past due in the 15 months after the loan is originated. The Prosper Scores uses a proprietary risk model based on past Prosper borrowers. In addition to its proprietary tools, Prosper also integrates a credit score from Experian.</p>
<p><strong>Competitive Landscape</strong></p>
<p>The peer-to-peer lending industry is relatively new and rapidly growing as consumers and lenders are becoming more aware and accepting of internet financing services. Peer-to-peer lending platforms such as Lending Club and Pertuity offer similar loan markets to Prosper's. Furthermore, Prosper competes with traditional credit sources such as credit card companies and banks. For example, Bank of America, J.P. Morgan Chase, and Citibank can offer customers similar loans. Also, as a new industry, barriers to entry are relatively low, allowing new entrants to take market share away from Prosper. The main points of competition within the industry are website usability and design, brand recognition, fees and terms, interest rate offerings, and lender returns. </p>
<p><strong>Competitive Strengths</strong></p>
<p>Prosper boasts both proprietary risk management and proprietary platform technology. This allows Prosper to offer a differentiated product from competing online lending services. Furthermore, Prosper's platform is highly scalable, allowing Prosper to facilitate a large volume of loans efficiently. The Prosper rating system allows letters to better manage their risk and provides accurate information on loans.</p>
<p>Prosper has spent significant time and money to obtain regulatory approval of its platform. In order to offer similar services, competing firms would have to go through similar registration processes, which require ample resources and time. As a result, Prosper has a significant advantage over competitors that seek to replicate Prosper's operations.</p>
<p>Prosper allows members to access an open and transparent market for loans. Data and information on loans is readily and easily available, allowing lenders to optimize their portfolios and better interpret the market. Moreover, the openness of the platform gives borrowers a better chance at getting loans since they can access a wider range of borrowers than through traditional channels.</p>
<p><strong>Risk Factors</strong></p>
<p>A significant risk to Prosper is loan fraud. Prosper is extremely attentive to loan management and fraud detection. However, loan fraud could have significant effects on the Prosper brand name and reputation. To combat the possibility of fraud Prosper uses third party identification and a separate investigative team to analyze flagged loans.</p>
<p>Prosper relies on a large amount of intellectual property to give its business a competitive advantage over competing services. For example, Prosper's legal agreements with lenders and borrowers and proprietary technology are all unique properties of Prosper. Competing services may copy or reconstruct similar capabilities, rendering Prosper's advantages useless. This could lead to extensive legal costs to protect intellectual property and more competitors in the industry.</p>
<p>Other risks come from the fact that Prosper operates in a new and rising industry. For example, borrowers may view Prosper loans as less significant than traditional loans, leading to slower repayment or higher default rates, eliminating the benefits to lenders. Furthermore, laws surrounding online peer-to-peer lending platforms are relatively new and are subject to change. Laws and regulation could limit Prosper's ability to collect loan payments effectively. Incorrect interpretation of laws could also lead to drastic negative effects on Prosper.</p>",,,
18713,"Appirio, Inc.",Private,No,US,CA,San Francisco,2006,"<p>Appirio, Inc. is a privately-held, venture capital backed cloud application integration and solutions consulting firm. The privately-held IT services firm generates revenue through project fees from its clients. Appirio also makes money through sales of cloud-based data storage. Common client engagements for Appirio include integrating new applications and systems across a firm. Appirio offers cloud strategy, SaaS implementation, custom cloud development, and cloud management solutions. Additionally, Appirio runs a crowdsourcing, collaborative website for developers called Cloud Spokes, which offers cash prizes for crowdsourced IT solutions. Founded by Chris Barbin, Narinder Singh and Glenn Weinstein in 2006, Appirio is based in San Mateo, California.</p>","<p><strong>Revenues</strong></p>
<p>Appirio's primary source of revenue is consulting. The company helps big companies like Honeywell, Genentech, and Dolby to adopt cloud solutions and manage other technological change. Appirio's clients pay the cloud integrator around $40k-$60k per engagement, with some projects yielding hundreds of thousands of dollars in consulting fees. </p>
<p>Fortunately for Appirio, big companies are willing to pay this much a more efficient information technology system that promises to reduce Appirio's clients' expenses even further. Also, Appirio is cheaper than its older consulting competitors currently involved in IT services. Appirio says its use of Google Apps is 1/5 the cost of IT solutions provided by other consultancies. </p>
<p><strong>Costs</strong></p>
<p>Appirio's most important asset and its biggest expense is its workforce. The IT services firm can only expand as fast as it attains the appropriate talent, which it pays about $70k-$100k in salary. In addition to the hundreds of consultants it employs, Appio is also involved in research and development of new products and services for its clients.</p>
<p><strong>Expansion</strong></p>
<p>Further growth in Appirio's topline will come from growth internationally. The December 2011 acquisition of Saaspoint helped the company expand into the UK, acquiring both the firms' talent and its client relationships. In the future, further acquisitions of smaller IT consultancies seems likely. </p>
<p> </p>",,,
